Starting a Gradle Daemon, 2 busy and 1 incompatible and 14 stopped Daemons could not be reused, use --status for details
Calculating task graph as configuration cache cannot be reused because file 'order-receiver/build.gradle.kts' has changed.
> Task :order-sender:extractProto UP-TO-DATE
> Task :order-sender:extractIncludeProto UP-TO-DATE
> Task :order-sender:processResources UP-TO-DATE
> Task :order-sender:generateProto UP-TO-DATE
> Task :order-sender:compileJava
> Task :order-sender:classes

> Task :order-sender:run
19:48:05.939 [main] INFO  c.example.ordersender.SenderConfig - Using environment value for SENDER_ID: order-sender-1
19:50:47.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000105', status='REJECTED', message='Order rejected by receiver'}
19:50:47.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000105', status='REJECTED', message='Order rejected by receiver'}
19:50:47.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL GOOGL 735 shares @ ${:.2f}
19:50:47.263 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000106: REJECTED
19:50:47.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000106', status='REJECTED', message='Order rejected by receiver'}
19:50:47.263 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000106', status='REJECTED', message='Order rejected by receiver'}
19:50:50.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:50.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:50.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL META 909 shares @ ${:.2f}
19:50:50.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000107: REJECTED
19:50:50.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000107', status='REJECTED', message='Order rejected by receiver'}
19:50:50.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000107', status='REJECTED', message='Order rejected by receiver'}
19:50:50.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AAPL 779 shares @ ${:.2f}
19:50:50.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000108: REJECTED
19:50:50.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000108', status='REJECTED', message='Order rejected by receiver'}
19:50:50.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000108', status='REJECTED', message='Order rejected by receiver'}
19:50:53.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:53.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:53.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY ORCL 623 shares @ ${:.2f}
19:50:53.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000109: REJECTED
19:50:53.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000109', status='REJECTED', message='Order rejected by receiver'}
19:50:53.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000109', status='REJECTED', message='Order rejected by receiver'}
19:50:53.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AMD 563 shares @ ${:.2f}
19:50:53.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000110: REJECTED
19:50:53.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000110', status='REJECTED', message='Order rejected by receiver'}
19:50:53.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000110', status='REJECTED', message='Order rejected by receiver'}
19:50:56.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:56.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:56.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY MSFT 671 shares @ ${:.2f}
19:50:56.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000111: REJECTED
19:50:56.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000111', status='REJECTED', message='Order rejected by receiver'}
19:50:56.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000111', status='REJECTED', message='Order rejected by receiver'}
19:50:56.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AMD 533 shares @ ${:.2f}
19:50:56.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000112: REJECTED
19:50:56.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000112', status='REJECTED', message='Order rejected by receiver'}
19:50:56.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000112', status='REJECTED', message='Order rejected by receiver'}
19:50:59.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:50:59.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:50:59.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL NFLX 495 shares @ ${:.2f}
19:50:59.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000113: REJECTED
19:50:59.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000113', status='REJECTED', message='Order rejected by receiver'}
19:50:59.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000113', status='REJECTED', message='Order rejected by receiver'}
19:51:02.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:02.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:02.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL GOOGL 195 shares @ ${:.2f}
19:51:02.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000114: REJECTED
19:51:02.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000114', status='REJECTED', message='Order rejected by receiver'}
19:51:02.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000114', status='REJECTED', message='Order rejected by receiver'}
19:51:05.251 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:05.251 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:05.251 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY INTC 987 shares @ ${:.2f}
19:51:05.252 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000115: REJECTED
19:51:05.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000115', status='REJECTED', message='Order rejected by receiver'}
19:51:05.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000115', status='REJECTED', message='Order rejected by receiver'}
19:51:08.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:08.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:08.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL NVDA 546 shares @ ${:.2f}
19:51:08.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000116: REJECTED
19:51:08.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000116', status='REJECTED', message='Order rejected by receiver'}
19:51:08.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000116', status='REJECTED', message='Order rejected by receiver'}
19:51:11.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:11.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:11.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY ADI 376 shares @ ${:.2f}
19:51:11.254 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000117: REJECTED
19:51:11.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000117', status='REJECTED', message='Order rejected by receiver'}
19:51:11.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000117', status='REJECTED', message='Order rejected by receiver'}
19:51:14.260 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:14.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:14.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AAPL 869 shares @ ${:.2f}
19:51:14.263 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000118: REJECTED
19:51:14.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000118', status='REJECTED', message='Order rejected by receiver'}
19:51:14.263 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000118', status='REJECTED', message='Order rejected by receiver'}
19:51:17.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:17.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:17.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL CRM 723 shares @ ${:.2f}
19:51:17.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000119: REJECTED
19:51:17.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000119', status='REJECTED', message='Order rejected by receiver'}
19:51:17.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000119', status='REJECTED', message='Order rejected by receiver'}
19:51:20.254 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:20.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:20.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AVGO 239 shares @ ${:.2f}
19:51:20.255 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000120: REJECTED
19:51:20.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000120', status='REJECTED', message='Order rejected by receiver'}
19:51:20.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000120', status='REJECTED', message='Order rejected by receiver'}
19:51:23.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:23.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:23.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AAPL 547 shares @ ${:.2f}
19:51:23.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000121: REJECTED
19:51:23.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000121', status='REJECTED', message='Order rejected by receiver'}
19:51:23.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000121', status='REJECTED', message='Order rejected by receiver'}
19:51:26.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:26.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:26.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY GOOGL 206 shares @ ${:.2f}
19:51:26.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000122: REJECTED
19:51:26.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000122', status='REJECTED', message='Order rejected by receiver'}
19:51:26.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000122', status='REJECTED', message='Order rejected by receiver'}
19:51:29.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:29.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:29.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY GOOGL 605 shares @ ${:.2f}
19:51:29.253 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000123: REJECTED
19:51:29.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000123', status='REJECTED', message='Order rejected by receiver'}
19:51:29.253 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000123', status='REJECTED', message='Order rejected by receiver'}
19:51:32.254 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:32.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:32.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AVGO 941 shares @ ${:.2f}
19:51:32.255 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000124: REJECTED
19:51:32.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000124', status='REJECTED', message='Order rejected by receiver'}
19:51:32.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000124', status='REJECTED', message='Order rejected by receiver'}
19:51:35.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:35.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:35.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY META 1028 shares @ ${:.2f}
19:51:35.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000125: REJECTED
19:51:35.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000125', status='REJECTED', message='Order rejected by receiver'}
19:51:35.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000125', status='REJECTED', message='Order rejected by receiver'}
19:51:38.259 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:38.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:38.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY ORCL 767 shares @ ${:.2f}
19:51:38.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000126: REJECTED
19:51:38.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000126', status='REJECTED', message='Order rejected by receiver'}
19:51:38.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000126', status='REJECTED', message='Order rejected by receiver'}
19:51:41.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:41.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:41.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AMZN 329 shares @ ${:.2f}
19:51:41.254 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000127: REJECTED
19:51:41.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000127', status='REJECTED', message='Order rejected by receiver'}
19:51:41.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000127', status='REJECTED', message='Order rejected by receiver'}
19:51:44.260 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:44.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:44.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL KLAC 907 shares @ ${:.2f}
19:51:44.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000128: REJECTED
19:51:44.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000128', status='REJECTED', message='Order rejected by receiver'}
19:51:44.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000128', status='REJECTED', message='Order rejected by receiver'}
19:51:47.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:47.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:47.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL NFLX 496 shares @ ${:.2f}
19:51:47.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000129: REJECTED
19:51:47.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000129', status='REJECTED', message='Order rejected by receiver'}
19:51:47.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000129', status='REJECTED', message='Order rejected by receiver'}
19:51:50.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:50.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:50.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AMZN 691 shares @ ${:.2f}
19:51:50.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000130: REJECTED
19:51:50.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000130', status='REJECTED', message='Order rejected by receiver'}
19:51:50.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000130', status='REJECTED', message='Order rejected by receiver'}
19:51:53.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:53.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:53.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AAPL 986 shares @ ${:.2f}
19:51:53.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000131: REJECTED
19:51:53.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000131', status='REJECTED', message='Order rejected by receiver'}
19:51:53.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000131', status='REJECTED', message='Order rejected by receiver'}
19:51:56.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:56.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:56.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY LRCX 870 shares @ ${:.2f}
19:51:56.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000132: REJECTED
19:51:56.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000132', status='REJECTED', message='Order rejected by receiver'}
19:51:56.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000132', status='REJECTED', message='Order rejected by receiver'}
19:51:59.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:51:59.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:51:59.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL MU 974 shares @ ${:.2f}
19:51:59.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000133: REJECTED
19:51:59.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000133', status='REJECTED', message='Order rejected by receiver'}
19:51:59.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000133', status='REJECTED', message='Order rejected by receiver'}
19:52:02.258 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:02.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:02.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AMD 560 shares @ ${:.2f}
19:52:02.261 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000134: REJECTED
19:52:02.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000134', status='REJECTED', message='Order rejected by receiver'}
19:52:02.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000134', status='REJECTED', message='Order rejected by receiver'}
19:52:05.253 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:05.253 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:05.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY LRCX 762 shares @ ${:.2f}
19:52:05.254 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000135: REJECTED
19:52:05.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000135', status='REJECTED', message='Order rejected by receiver'}
19:52:05.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000135', status='REJECTED', message='Order rejected by receiver'}
19:52:08.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:08.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:08.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY ADBE 479 shares @ ${:.2f}
19:52:08.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000136: REJECTED
19:52:08.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000136', status='REJECTED', message='Order rejected by receiver'}
19:52:08.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000136', status='REJECTED', message='Order rejected by receiver'}
19:52:11.258 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:11.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
19:52:11.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL LRCX 107 shares @ ${:.2f}
19:52:11.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000137: REJECTED
19:52:11.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000137', status='REJECTED', message='Order rejected by receiver'}
19:52:11.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000137', status='REJECTED', message='Order rejected by receiver'}
19:52:14.262 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 1 healthy receiver instances
19:52:14.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 1 receivers, sending mock order
